gas_ppm,temperature,motion,label
219.13,28.34,0,SAFE
494.54,32.88,0,WARNING
563.78,30.98,1,WARNING
589.97,35.68,1,WARNING
316.09,33.9,1,WARNING
326.23,40.24,0,WARNING
198.23,21.8,0,SAFE
584.33,40.11,1,WARNING
232.9,18.15,0,SAFE
866.31,73.21,1,DANGER
103.96,18.87,0,SAFE
254.32,19.95,1,SAFE
278.57,22.08,0,SAFE
285.11,27.93,0,SAFE
172.21,18.94,0,SAFE
173.15,23.57,0,SAFE
821.67,51.25,1,DANGER
435.11,36.1,0,WARNING
293.7,22.77,0,SAFE
350.34,31.37,1,WARNING
517.61,42.33,1,WARNING
175.78,21.43,0,SAFE
618.67,45.78,1,DANGER
287.72,28.78,0,SAFE
206.46,25.75,0,SAFE
358.89,37.37,1,WARNING
788.31,70.51,1,DANGER
131.87,21.77,0,SAFE
617.54,64.18,0,DANGER
101.61,23.29,0,SAFE
76.65,22.03,1,SAFE
140.77,22.18,0,SAFE
650.04,58.61,1,DANGER
837.19,51.63,1,DANGER
266.09,29.9,0,SAFE
754.49,57.1,1,DANGER
219.78,22.29,0,SAFE
187.71,29.57,0,SAFE
253.96,28.07,0,SAFE
814.56,49.46,0,DANGER
402.55,36.26,0,WARNING
162.64,20.7,0,SAFE
267.52,22.89,1,SAFE
605.2,74.84,1,DANGER
538.2,39.79,1,WARNING
354.2,44.16,0,WARNING
572.88,43.0,1,WARNING
397.85,37.38,1,WARNING
88.13,24.86,1,SAFE
195.85,29.66,0,SAFE
944.45,63.63,1,DANGER
528.66,36.17,1,WARNING
165.5,23.78,0,SAFE
580.62,33.87,1,WARNING
793.94,57.52,0,DANGER
490.6,36.28,1,WARNING
137.22,26.72,1,SAFE
201.68,21.52,1,SAFE
354.55,33.31,0,WARNING
865.52,49.43,1,DANGER
77.51,29.49,0,SAFE
374.09,39.85,1,WARNING
595.11,41.82,1,WARNING
569.77,37.59,0,WARNING
251.55,19.0,1,SAFE
147.3,29.5,1,SAFE
270.22,28.2,1,SAFE
138.66,27.64,0,SAFE
105.05,20.0,0,SAFE
612.42,52.04,1,DANGER
69.43,18.83,1,SAFE
296.02,26.49,0,SAFE
234.47,24.36,1,SAFE
93.3,23.27,0,SAFE
350.75,39.29,1,WARNING
387.26,36.11,0,WARNING
112.95,23.67,0,SAFE
411.29,31.46,1,WARNING
71.34,18.15,1,SAFE
212.81,22.14,0,SAFE
534.53,38.24,1,WARNING
209.36,21.56,0,SAFE
168.3,24.53,1,SAFE
853.31,67.3,1,DANGER
550.93,31.69,1,WARNING
75.45,23.66,0,SAFE
410.74,34.67,1,WARNING
214.4,19.71,0,SAFE
399.49,39.58,1,WARNING
125.24,23.91,0,SAFE
282.74,26.34,0,SAFE
70.88,23.21,0,SAFE
556.36,31.94,0,WARNING
721.9,61.56,1,DANGER
127.75,29.85,1,SAFE
188.54,24.5,1,SAFE
200.79,28.56,0,SAFE
215.88,18.85,0,SAFE
95.53,26.75,0,SAFE
542.99,42.66,0,WARNING
603.72,52.02,0,DANGER
173.07,23.03,0,SAFE
57.63,19.8,0,SAFE
344.55,31.01,1,WARNING
437.56,40.56,1,WARNING
80.16,27.52,0,SAFE
469.32,33.72,1,WARNING
123.62,22.61,1,SAFE
677.38,53.6,0,DANGER
471.26,39.76,1,WARNING
426.51,37.28,0,WARNING
947.52,69.22,0,DANGER
51.16,26.57,0,SAFE
742.0,45.3,0,DANGER
96.28,27.93,0,SAFE
478.61,39.83,0,WARNING
157.99,20.92,0,SAFE
392.35,32.5,0,WARNING
118.41,18.21,0,SAFE
881.8,75.76,0,DANGER
572.86,43.3,1,WARNING
430.58,38.26,1,WARNING
287.95,29.82,0,SAFE
426.22,35.42,0,WARNING
400.74,37.45,1,WARNING
155.43,18.47,0,SAFE
383.03,35.53,0,WARNING
147.04,27.32,1,SAFE
357.8,30.79,0,WARNING
358.49,32.15,1,WARNING
369.32,34.0,1,WARNING
149.63,29.32,0,SAFE
222.1,23.8,0,SAFE
117.25,19.77,0,SAFE
525.63,33.67,1,WARNING
403.51,31.53,0,WARNING
822.97,69.76,1,DANGER
898.89,60.44,1,DANGER
393.78,36.14,0,WARNING
131.3,19.64,0,SAFE
398.37,41.58,0,WARNING
96.64,26.11,0,SAFE
226.39,25.52,0,SAFE
51.74,19.16,1,SAFE
371.24,40.79,0,WARNING
249.36,29.48,0,SAFE
263.92,20.0,0,SAFE
985.57,46.12,0,DANGER
130.74,20.22,0,SAFE
269.37,27.13,0,SAFE
346.73,38.06,1,WARNING
152.11,26.24,1,SAFE
160.38,25.06,0,SAFE
165.92,27.02,0,SAFE
569.22,37.59,1,WARNING
936.0,58.82,0,DANGER
778.68,60.69,1,DANGER
170.38,26.09,0,SAFE
100.04,25.12,0,SAFE
175.38,21.78,1,SAFE
272.57,26.75,0,SAFE
490.42,30.13,1,WARNING
130.92,21.12,1,SAFE
541.55,32.39,1,WARNING
311.52,39.56,1,WARNING
242.73,20.35,1,SAFE
805.1,69.01,0,DANGER
428.74,38.64,0,WARNING
169.97,18.92,1,SAFE
273.14,24.69,0,SAFE
569.22,33.69,0,WARNING
512.9,42.04,0,WARNING
134.5,28.82,0,SAFE
849.92,47.05,1,DANGER
583.41,42.65,1,WARNING
645.35,59.72,1,DANGER
839.77,71.35,1,DANGER
185.32,24.19,0,SAFE
572.78,33.49,0,WARNING
436.69,31.99,0,WARNING
231.52,22.2,0,SAFE
353.73,32.45,0,WARNING
275.18,20.65,0,SAFE
845.27,66.2,1,DANGER
287.38,28.45,0,SAFE
339.68,40.82,1,WARNING
875.66,68.43,1,DANGER
766.31,59.37,1,DANGER
80.53,28.18,0,SAFE
396.12,34.64,0,WARNING
290.27,22.26,0,SAFE
960.77,45.55,1,DANGER
123.4,22.73,0,SAFE
113.11,23.13,0,SAFE
80.14,18.17,1,SAFE
166.4,25.64,0,SAFE
365.63,35.64,1,WARNING
62.92,29.48,0,SAFE
352.32,40.32,0,WARNING
556.18,44.52,1,WARNING
185.67,23.08,0,SAFE
437.37,31.25,1,WARNING
230.57,22.49,1,SAFE
329.21,42.52,1,WARNING
320.28,38.74,1,WARNING
161.33,23.97,0,SAFE
248.7,21.68,0,SAFE
253.45,20.99,0,SAFE
777.79,51.88,1,DANGER
266.76,25.88,1,SAFE
267.04,27.11,0,SAFE
616.88,47.21,0,DANGER
251.64,20.41,0,SAFE
278.71,23.47,1,SAFE
501.51,39.15,0,WARNING
67.8,26.79,1,SAFE
159.65,20.3,0,SAFE
591.02,42.06,1,WARNING
562.77,37.51,1,WARNING
357.04,33.78,1,WARNING
522.2,33.01,0,WARNING
284.96,28.92,1,SAFE
76.97,28.73,0,SAFE
425.61,41.4,0,WARNING
88.81,19.48,0,SAFE
197.57,26.26,0,SAFE
429.1,32.47,0,WARNING
266.18,25.85,0,SAFE
183.15,18.95,1,SAFE
215.0,28.34,0,SAFE
66.96,22.96,0,SAFE
569.39,33.55,1,WARNING
258.73,27.92,0,SAFE
147.77,28.26,0,SAFE
340.33,32.34,1,WARNING
378.25,41.43,1,WARNING
654.21,49.31,1,DANGER
479.19,38.0,1,WARNING
141.07,28.87,0,SAFE
765.77,66.62,1,DANGER
109.89,21.64,0,SAFE
52.44,27.52,0,SAFE
467.31,33.73,1,WARNING
253.64,18.58,1,SAFE
220.06,18.54,1,SAFE
421.6,38.54,1,WARNING
780.01,69.86,1,DANGER
141.59,19.22,0,SAFE
867.75,79.34,0,DANGER
109.41,22.76,1,SAFE
163.32,23.06,0,SAFE
95.36,22.92,1,SAFE
999.56,58.92,1,DANGER
683.46,62.02,1,DANGER
253.2,27.46,1,SAFE
866.11,61.19,1,DANGER
84.82,28.55,0,SAFE
249.96,23.5,0,SAFE
801.56,50.47,0,DANGER
471.27,43.09,0,WARNING
69.61,27.17,0,SAFE
180.08,24.52,0,SAFE
582.3,33.55,1,WARNING
222.38,26.75,0,SAFE
179.08,25.94,0,SAFE
185.66,25.37,1,SAFE
78.71,19.33,0,SAFE
248.8,20.09,0,SAFE
384.77,41.98,1,WARNING
206.06,19.38,1,SAFE
779.36,62.73,1,DANGER
96.38,18.91,0,SAFE
114.86,29.86,0,SAFE
361.23,39.78,1,WARNING
367.31,42.4,0,WARNING
261.04,29.68,1,SAFE
664.29,62.17,0,DANGER
215.92,20.73,1,SAFE
103.08,18.22,0,SAFE
152.18,23.16,1,SAFE
162.71,19.37,0,SAFE
835.52,70.61,1,DANGER
61.3,24.39,1,SAFE
803.65,60.1,1,DANGER
72.82,19.79,0,SAFE
993.44,65.66,1,DANGER
563.32,42.54,1,WARNING
876.25,76.42,0,DANGER
209.63,21.63,1,SAFE
350.48,40.66,0,WARNING
401.77,32.0,0,WARNING
207.24,25.64,0,SAFE
410.04,37.78,0,WARNING
409.02,33.09,1,WARNING
529.4,38.66,1,WARNING
841.29,60.82,1,DANGER
187.98,19.99,0,SAFE
73.42,21.64,0,SAFE
105.12,21.26,0,SAFE
852.24,72.83,1,DANGER
200.28,25.29,0,SAFE
251.96,28.07,0,SAFE
152.24,21.55,0,SAFE
271.93,23.77,0,SAFE
345.94,37.29,1,WARNING
112.32,24.23,0,SAFE
363.52,31.26,0,WARNING
174.31,24.25,0,SAFE
274.02,18.72,0,SAFE
404.09,43.93,1,WARNING
710.97,45.49,1,DANGER
227.04,22.85,1,SAFE
635.09,49.64,1,DANGER
626.24,70.21,1,DANGER
464.67,41.04,1,WARNING
267.87,26.03,1,SAFE
168.66,18.66,0,SAFE
441.49,34.1,1,WARNING
642.45,73.06,1,DANGER
604.71,55.14,1,DANGER
721.06,61.38,0,DANGER
523.56,38.69,1,WARNING
935.14,62.86,0,DANGER
70.06,20.1,1,SAFE
178.9,25.93,0,SAFE
306.3,32.53,0,WARNING
210.22,29.57,0,SAFE
59.17,18.0,0,SAFE
74.86,26.47,0,SAFE
558.43,31.89,1,WARNING
228.96,24.2,0,SAFE
327.73,35.25,0,WARNING
106.07,23.52,0,SAFE
554.26,41.67,1,WARNING
487.05,42.22,1,WARNING
226.81,27.63,0,SAFE
828.13,46.89,0,DANGER
773.62,75.42,1,DANGER
567.34,44.55,1,WARNING
965.53,78.2,0,DANGER
998.19,55.68,0,DANGER
278.31,29.46,0,SAFE
99.68,20.02,0,SAFE
399.05,39.69,1,WARNING
91.76,26.19,0,SAFE
135.2,24.66,1,SAFE
132.19,28.91,1,SAFE
322.47,39.68,1,WARNING
593.19,33.06,0,WARNING
224.54,21.14,0,SAFE
358.95,37.76,1,WARNING
406.44,44.99,1,WARNING
807.29,59.82,1,DANGER
676.75,49.21,1,DANGER
342.84,35.6,1,WARNING
195.49,18.75,0,SAFE
310.68,34.9,1,WARNING
52.3,19.27,1,SAFE
180.77,28.23,0,SAFE
709.88,54.42,0,DANGER
153.7,26.77,1,SAFE
267.69,23.72,0,SAFE
53.25,25.75,0,SAFE
55.82,24.1,0,SAFE
574.5,36.57,0,WARNING
775.79,52.48,0,DANGER
824.14,49.13,0,DANGER
120.51,18.11,0,SAFE
271.77,29.56,0,SAFE
268.68,22.19,1,SAFE
84.71,27.31,1,SAFE
87.6,25.97,0,SAFE
663.31,74.05,0,DANGER
79.27,18.78,0,SAFE
269.78,23.39,1,SAFE
215.88,20.59,1,SAFE
205.03,19.91,0,SAFE
413.0,36.96,1,WARNING
694.83,46.02,1,DANGER
176.47,20.48,0,SAFE
557.38,38.79,1,WARNING
221.97,19.49,0,SAFE
284.31,18.23,0,SAFE
548.87,44.48,1,WARNING
114.42,22.71,0,SAFE
510.33,38.09,1,WARNING
65.89,23.96,0,SAFE
351.14,39.57,0,WARNING
474.99,37.65,0,WARNING
202.96,18.72,0,SAFE
139.81,25.09,0,SAFE
579.52,44.65,1,WARNING
528.65,39.06,0,WARNING
849.33,72.74,1,DANGER
470.69,36.16,0,WARNING
103.74,26.67,1,SAFE
629.67,57.77,1,DANGER
76.03,23.17,0,SAFE
244.9,21.41,0,SAFE
218.03,24.65,1,SAFE
349.86,38.42,1,WARNING
213.19,22.45,1,SAFE
693.43,75.04,0,DANGER
362.05,41.28,1,WARNING
903.35,67.65,1,DANGER
695.68,53.48,1,DANGER
740.92,54.19,1,DANGER
444.61,38.2,1,WARNING
269.63,27.43,0,SAFE
860.33,75.46,1,DANGER
64.08,25.63,0,SAFE
745.65,54.02,0,DANGER
139.62,25.29,0,SAFE
628.95,58.85,0,DANGER
241.8,24.27,1,SAFE
254.36,22.38,0,SAFE
314.77,34.75,1,WARNING
943.73,78.04,0,DANGER
629.03,47.91,1,DANGER
79.54,26.27,0,SAFE
275.0,20.34,0,SAFE
376.99,42.32,1,WARNING
675.45,69.92,0,DANGER
282.38,21.66,0,SAFE
358.64,34.22,1,WARNING
192.9,28.45,1,SAFE
927.16,60.25,1,DANGER
222.37,21.11,1,SAFE
293.96,27.3,0,SAFE
90.2,25.8,0,SAFE
511.98,43.9,0,WARNING
442.29,31.7,1,WARNING
610.3,58.58,1,DANGER
484.63,42.62,0,WARNING
94.64,24.99,1,SAFE
566.24,34.66,0,WARNING
287.11,18.47,0,SAFE
402.88,34.04,0,WARNING
453.33,35.11,0,WARNING
274.3,24.03,1,SAFE
311.69,41.03,1,WARNING
454.42,35.34,0,WARNING
68.11,29.5,0,SAFE
206.89,23.8,1,SAFE
159.03,29.57,0,SAFE
699.96,48.66,1,DANGER
212.49,23.25,0,SAFE
111.6,25.06,0,SAFE
480.08,43.75,1,WARNING
416.04,37.54,1,WARNING
544.32,43.68,0,WARNING
245.91,24.23,0,SAFE
197.56,22.64,0,SAFE
996.09,56.08,1,DANGER
668.51,73.39,1,DANGER
110.04,23.97,0,SAFE
431.87,41.71,0,WARNING
860.91,70.05,1,DANGER
60.03,22.3,0,SAFE
998.67,72.59,1,DANGER
152.6,20.73,0,SAFE
859.95,67.92,1,DANGER
97.67,19.45,0,SAFE
238.34,19.77,1,SAFE
283.47,21.64,0,SAFE
479.34,34.27,0,WARNING
542.65,42.12,0,WARNING
425.15,32.04,1,WARNING
826.35,51.74,1,DANGER
785.94,78.01,0,DANGER
478.82,43.16,1,WARNING
615.35,59.52,0,DANGER
58.13,19.76,0,SAFE
81.77,18.5,1,SAFE
82.01,27.87,0,SAFE
225.62,28.12,1,SAFE
60.39,27.8,0,SAFE
507.87,31.29,1,WARNING
51.23,27.68,0,SAFE
509.15,30.75,1,WARNING
187.38,19.12,0,SAFE
242.25,25.3,0,SAFE
299.48,18.87,1,SAFE
394.11,43.12,1,WARNING
616.23,46.55,0,DANGER
291.28,28.82,0,SAFE
79.97,25.98,1,SAFE
424.05,33.99,1,WARNING
347.96,39.65,0,WARNING
247.4,18.04,0,SAFE
690.08,61.82,0,DANGER
517.83,39.22,1,WARNING
832.57,48.16,1,DANGER
94.92,21.39,0,SAFE
83.5,23.55,0,SAFE
500.01,43.19,0,WARNING
149.04,18.62,0,SAFE
778.7,62.01,0,DANGER
178.5,27.08,0,SAFE
214.67,28.34,1,SAFE
228.31,29.9,1,SAFE
816.24,49.51,1,DANGER
807.4,56.8,1,DANGER
204.23,25.74,0,SAFE
437.07,39.38,0,WARNING
179.43,20.9,0,SAFE
498.94,31.88,1,WARNING
267.69,29.37,1,SAFE
361.74,44.72,1,WARNING
240.57,18.14,0,SAFE
195.31,28.37,0,SAFE
933.2,49.56,0,DANGER
143.65,28.64,0,SAFE
511.51,39.39,1,WARNING
304.26,32.5,1,WARNING
776.96,59.47,1,DANGER
361.06,31.6,1,WARNING
173.79,27.13,0,SAFE
534.95,36.08,0,WARNING
420.09,31.09,1,WARNING
730.65,69.6,1,DANGER
944.41,75.49,0,DANGER
57.66,22.46,0,SAFE
888.95,50.27,1,DANGER
276.59,26.83,0,SAFE
152.35,18.33,1,SAFE
82.52,27.28,0,SAFE
170.13,24.56,0,SAFE
406.79,33.79,0,WARNING
74.42,26.17,1,SAFE
57.8,24.4,0,SAFE
746.87,73.56,0,DANGER
68.78,19.79,0,SAFE
463.39,33.99,0,WARNING
361.22,37.77,0,WARNING
163.05,23.07,0,SAFE
131.62,28.25,0,SAFE
160.04,24.3,0,SAFE
977.62,57.72,1,DANGER
197.72,27.81,0,SAFE
268.36,24.07,0,SAFE
254.15,20.22,1,SAFE
472.52,32.35,0,WARNING
867.5,65.47,1,DANGER
389.39,44.66,0,WARNING
76.79,26.63,0,SAFE
702.41,46.09,0,DANGER
527.95,43.93,0,WARNING
149.23,26.54,0,SAFE
90.88,21.98,0,SAFE
114.56,27.26,0,SAFE
154.9,27.58,0,SAFE
557.55,43.02,1,WARNING
257.55,23.17,0,SAFE
332.6,40.3,1,WARNING
223.49,21.05,0,SAFE
232.05,23.37,0,SAFE
543.56,32.99,0,WARNING
433.46,36.48,0,WARNING
958.92,65.14,1,DANGER
117.84,20.84,0,SAFE
198.85,18.12,0,SAFE
555.61,31.52,1,WARNING
702.66,47.48,1,DANGER
206.47,25.36,0,SAFE
663.41,69.71,1,DANGER
361.2,32.32,1,WARNING
577.39,42.8,0,WARNING
124.08,22.86,0,SAFE
273.71,28.61,0,SAFE
192.52,19.32,0,SAFE
90.65,27.11,0,SAFE
206.93,26.03,0,SAFE
300.28,36.72,1,WARNING
896.66,46.15,1,DANGER
782.53,52.81,1,DANGER
568.97,34.73,1,WARNING
665.81,60.75,1,DANGER
534.01,42.55,0,WARNING
163.45,28.03,0,SAFE
148.12,24.36,0,SAFE
676.6,51.78,1,DANGER
437.41,40.06,1,WARNING
261.61,22.61,1,SAFE
832.09,77.79,1,DANGER
586.63,31.55,1,WARNING
871.46,68.13,1,DANGER
166.85,25.5,0,SAFE
464.92,40.85,0,WARNING
374.06,40.15,1,WARNING
134.22,28.18,1,SAFE
384.58,31.34,1,WARNING
303.97,36.79,0,WARNING
453.86,36.32,1,WARNING
349.88,35.84,1,WARNING
720.91,70.47,0,DANGER
735.42,50.54,1,DANGER
374.64,35.43,1,WARNING
565.3,34.5,1,WARNING
235.88,26.13,0,SAFE
147.32,24.83,0,SAFE
857.89,69.8,1,DANGER
438.27,33.95,1,WARNING
237.72,22.26,0,SAFE
208.35,24.46,0,SAFE
268.47,18.69,0,SAFE
65.84,26.88,1,SAFE
240.38,24.74,1,SAFE
255.65,24.15,0,SAFE
59.22,27.06,0,SAFE
119.98,27.3,0,SAFE
529.98,39.4,1,WARNING
254.49,21.54,0,SAFE
267.23,26.57,1,SAFE
233.0,18.31,0,SAFE
86.77,20.87,0,SAFE
761.88,53.21,0,DANGER
74.46,20.7,0,SAFE
813.45,61.64,1,DANGER
853.54,61.19,1,DANGER
55.62,28.8,0,SAFE
235.19,21.9,0,SAFE
261.22,25.08,1,SAFE
585.94,32.62,1,WARNING
214.46,29.74,0,SAFE
252.53,27.42,0,SAFE
122.16,23.52,1,SAFE
729.78,71.02,0,DANGER
53.86,22.99,1,SAFE
758.87,64.52,1,DANGER
68.45,21.11,1,SAFE
870.05,50.22,1,DANGER
705.08,59.41,1,DANGER
428.51,33.14,0,WARNING
665.16,49.15,0,DANGER
648.06,79.85,1,DANGER
770.14,64.19,1,DANGER
951.68,68.2,1,DANGER
367.74,42.48,1,WARNING
123.61,24.42,0,SAFE
193.36,22.42,0,SAFE
139.54,26.67,0,SAFE
205.23,23.57,1,SAFE
159.78,18.95,1,SAFE
159.74,25.92,1,SAFE
311.78,37.32,0,WARNING
149.3,19.71,0,SAFE
173.97,26.45,0,SAFE
220.81,29.2,1,SAFE
904.81,56.82,1,DANGER
95.85,18.09,0,SAFE
418.52,32.44,0,WARNING
95.31,24.49,1,SAFE
129.04,21.9,0,SAFE
684.15,48.82,1,DANGER
242.73,28.53,1,SAFE
389.97,30.42,0,WARNING
326.34,42.66,0,WARNING
686.1,73.76,1,DANGER
579.83,34.35,0,WARNING
652.63,59.41,0,DANGER
186.4,24.54,0,SAFE
928.26,60.27,1,DANGER
281.17,25.69,0,SAFE
173.87,29.77,1,SAFE
592.62,40.78,1,WARNING
61.44,29.56,0,SAFE
403.67,41.21,1,WARNING
565.91,31.93,1,WARNING
288.91,28.7,0,SAFE
188.8,23.84,0,SAFE
237.06,28.59,0,SAFE
445.85,43.02,1,WARNING
185.0,21.45,1,SAFE
208.16,18.18,0,SAFE
494.49,33.11,0,WARNING
928.23,54.82,1,DANGER
268.39,25.85,0,SAFE
487.7,30.77,0,WARNING
294.29,26.72,0,SAFE
275.64,18.06,0,SAFE
140.24,24.14,0,SAFE
92.92,29.53,0,SAFE
54.56,20.56,0,SAFE
479.23,40.63,1,WARNING
443.1,33.88,0,WARNING
136.42,24.28,0,SAFE
565.34,32.5,0,WARNING
84.94,21.62,0,SAFE
136.59,27.85,0,SAFE
422.33,39.71,1,WARNING
119.99,27.19,0,SAFE
482.46,40.54,1,WARNING
179.7,22.79,1,SAFE
800.12,58.17,0,DANGER
59.17,28.58,1,SAFE
61.5,27.74,1,SAFE
297.63,19.19,0,SAFE
568.18,30.77,1,WARNING
88.47,18.75,0,SAFE
404.65,42.61,1,WARNING
685.14,60.43,1,DANGER
240.06,27.05,0,SAFE
128.82,27.23,0,SAFE
843.79,59.29,1,DANGER
594.38,33.65,0,WARNING
624.64,54.56,1,DANGER
386.17,33.62,1,WARNING
803.16,58.47,1,DANGER
428.24,37.12,1,WARNING
978.27,63.7,1,DANGER
105.95,20.96,0,SAFE
143.72,25.05,1,SAFE
516.05,42.0,0,WARNING
285.9,23.5,1,SAFE
502.13,42.96,0,WARNING
713.02,60.66,1,DANGER
434.98,40.8,1,WARNING
475.45,34.81,1,WARNING
298.73,18.0,0,SAFE
519.38,42.01,1,WARNING
168.54,29.14,0,SAFE
109.31,29.94,0,SAFE
395.08,41.64,1,WARNING
398.35,31.81,0,WARNING
626.56,45.08,1,DANGER
728.07,68.24,1,DANGER
451.34,38.52,1,WARNING
593.71,37.0,1,WARNING
532.65,36.89,0,WARNING
792.94,51.25,0,DANGER
197.82,21.3,0,SAFE
77.62,21.37,1,SAFE
402.0,35.64,1,WARNING
177.84,27.44,1,SAFE
515.18,41.75,1,WARNING
189.91,18.52,0,SAFE
209.1,21.88,1,SAFE
454.11,44.5,1,WARNING
339.39,44.04,0,WARNING
54.15,28.54,0,SAFE
238.89,27.6,0,SAFE
320.71,44.11,0,WARNING
473.14,34.64,1,WARNING
969.69,56.66,1,DANGER
492.83,34.79,1,WARNING
430.87,30.67,0,WARNING
461.52,39.27,0,WARNING
480.17,44.82,1,WARNING
387.57,30.11,0,WARNING
415.82,38.7,1,WARNING
543.21,43.8,1,WARNING
631.48,50.38,0,DANGER
314.88,32.61,1,WARNING
180.56,19.02,0,SAFE
167.89,18.22,1,SAFE
51.38,26.84,0,SAFE
420.56,42.77,0,WARNING
391.47,32.13,0,WARNING
781.54,56.02,1,DANGER
907.24,74.66,1,DANGER
223.94,27.63,0,SAFE
368.5,33.98,0,WARNING
380.64,39.11,0,WARNING
489.23,41.3,0,WARNING
465.16,30.74,0,WARNING
845.54,73.44,0,DANGER
109.39,20.15,0,SAFE
295.3,22.74,1,SAFE
706.11,72.66,1,DANGER
769.34,48.33,0,DANGER
325.62,42.75,0,WARNING
433.37,39.88,0,WARNING
338.72,39.39,1,WARNING
273.88,20.43,1,SAFE
183.37,23.17,0,SAFE
407.09,32.16,1,WARNING
525.43,33.65,1,WARNING
315.38,44.4,1,WARNING
156.89,18.95,0,SAFE
299.08,21.47,0,SAFE
559.03,36.78,1,WARNING
175.68,29.95,0,SAFE
283.59,19.05,0,SAFE
615.08,51.82,0,DANGER
344.15,32.04,1,WARNING
855.75,75.97,1,DANGER
476.4,41.09,1,WARNING
359.27,32.2,0,WARNING
349.65,36.09,1,WARNING
62.87,27.38,1,SAFE
667.38,76.28,1,DANGER
325.49,39.24,1,WARNING
336.97,34.08,0,WARNING
210.89,27.26,0,SAFE
176.9,26.05,1,SAFE
63.69,23.06,1,SAFE
522.69,38.2,0,WARNING
243.37,24.08,1,SAFE
445.57,33.15,1,WARNING
800.08,58.08,1,DANGER
380.75,39.48,1,WARNING
769.67,74.38,1,DANGER
617.55,53.1,1,DANGER
62.96,19.33,0,SAFE
408.75,42.35,1,WARNING
843.11,56.77,1,DANGER
171.86,18.28,0,SAFE
296.66,22.45,0,SAFE
546.08,36.74,1,WARNING
273.17,25.27,0,SAFE
77.8,29.98,1,SAFE
582.4,36.87,0,WARNING
429.85,31.36,0,WARNING
421.04,34.29,0,WARNING
96.63,29.17,0,SAFE
91.07,26.92,0,SAFE
581.45,40.64,0,WARNING
70.03,20.97,0,SAFE
99.92,21.42,1,SAFE
404.1,42.16,1,WARNING
442.64,44.14,1,WARNING
344.01,39.7,0,WARNING
82.22,25.88,1,SAFE
312.45,44.77,0,WARNING
84.2,28.39,0,SAFE
244.96,22.41,0,SAFE
374.99,34.02,0,WARNING
184.87,25.9,1,SAFE
287.22,21.27,0,SAFE
557.89,43.6,0,WARNING
640.25,73.92,0,DANGER
198.24,20.23,0,SAFE
173.79,19.28,1,SAFE
586.02,32.35,0,WARNING
382.67,30.32,0,WARNING
867.84,71.48,1,DANGER
457.51,39.42,1,WARNING
516.14,32.18,0,WARNING
377.12,35.42,0,WARNING
222.6,29.8,1,SAFE
70.26,18.05,0,SAFE
198.1,27.64,0,SAFE
296.66,22.01,0,SAFE
421.69,38.25,1,WARNING
998.97,65.2,0,DANGER
97.03,19.62,1,SAFE
66.05,26.49,0,SAFE
284.05,28.89,1,SAFE
597.09,37.51,0,WARNING
292.35,20.48,0,SAFE
227.27,24.26,1,SAFE
120.19,23.4,0,SAFE
263.05,23.82,0,SAFE
198.53,29.56,0,SAFE
867.42,74.13,1,DANGER
103.28,18.69,0,SAFE
170.15,29.41,0,SAFE
284.59,26.44,0,SAFE
269.3,25.12,0,SAFE
841.6,69.26,1,DANGER
402.37,41.13,0,WARNING
61.31,28.08,0,SAFE
273.8,18.15,0,SAFE
135.47,28.03,0,SAFE
515.3,43.59,1,WARNING
95.47,20.45,0,SAFE
185.32,29.52,0,SAFE
82.72,22.91,0,SAFE
817.36,72.03,1,DANGER
714.49,57.37,1,DANGER
417.67,40.38,1,WARNING
194.13,19.85,0,SAFE
808.74,63.21,0,DANGER
204.16,25.63,1,SAFE
155.36,26.13,1,SAFE
795.73,50.74,1,DANGER
174.72,20.51,0,SAFE
807.36,79.52,1,DANGER
678.58,50.55,1,DANGER
463.92,43.12,1,WARNING
590.09,36.48,0,WARNING
357.61,30.29,0,WARNING
219.5,27.38,0,SAFE
451.35,38.44,1,WARNING
130.59,21.36,1,SAFE
630.06,54.39,1,DANGER
281.1,21.59,0,SAFE
274.89,24.26,0,SAFE
304.16,35.22,0,WARNING
593.24,39.95,1,WARNING
446.94,35.08,1,WARNING
266.52,19.67,1,SAFE
205.82,22.69,1,SAFE
746.91,54.0,1,DANGER
134.86,23.72,1,SAFE
991.31,74.71,1,DANGER
188.01,24.07,1,SAFE
215.95,24.27,1,SAFE
375.69,30.74,1,WARNING
894.21,78.7,0,DANGER
224.01,26.48,1,SAFE
277.07,18.43,0,SAFE
834.15,49.44,1,DANGER
249.32,29.41,0,SAFE
111.93,21.51,0,SAFE
64.52,24.96,1,SAFE
257.44,28.0,0,SAFE
133.37,25.29,1,SAFE
139.71,26.01,0,SAFE
144.92,23.45,0,SAFE
105.9,22.01,1,SAFE
78.37,29.71,0,SAFE
72.57,29.91,0,SAFE
479.08,36.17,0,WARNING
189.6,20.65,0,SAFE
163.91,27.19,0,SAFE
560.89,31.49,1,WARNING
191.43,25.73,1,SAFE
273.7,25.69,1,SAFE
450.58,31.63,1,WARNING
106.11,18.05,0,SAFE
900.96,59.45,1,DANGER
361.79,40.04,1,WARNING
73.48,25.22,1,SAFE
507.01,33.17,0,WARNING
223.07,28.25,0,SAFE
450.17,31.22,1,WARNING
540.72,40.37,1,WARNING
296.93,20.71,0,SAFE
173.03,29.82,1,SAFE
819.05,77.68,0,DANGER
